CATCHMENT,NETWORK,SEASON,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Connecticut,EIP,2010-11,2010,40,18-49 yr,0,0
Connecticut,EIP,2010-11,2010,41,18-49 yr,0,0
Connecticut,EIP,2010-11,2010,42,18-49 yr,0,0
Connecticut,EIP,2010-11,2010,43,18-49 yr,0,0
Connecticut,EIP,2010-11,2010,44,18-49 yr,0.1,0.1
Connecticut,EIP,2010-11,2010,45,18-49 yr,0.1,0
Connecticut,EIP,2010-11,2010,46,18-49 yr,0.1,0
Connecticut,EIP,2010-11,2010,47,18-49 yr,0.1,0
Connecticut,EIP,2010-11,2010,48,18-49 yr,0.1,0
Connecticut,EIP,2010-11,2010,49,18-49 yr,0.1,0
Connecticut,EIP,2010-11,2010,50,18-49 yr,0.2,0.1
Connecticut,EIP,2010-11,2010,51,18-49 yr,0.9,0.6
Connecticut,EIP,2010-11,2010,52,18-49 yr,1.6,0.7
Connecticut,EIP,2010-11,2011,1,18-49 yr,2.4,0.9
Connecticut,EIP,2010-11,2011,2,18-49 yr,2.9,0.5
Connecticut,EIP,2010-11,2011,3,18-49 yr,4.1,1.2
Connecticut,EIP,2010-11,2011,4,18-49 yr,4.6,0.5
Connecticut,EIP,2010-11,2011,5,18-49 yr,5.8,1.2
Connecticut,EIP,2010-11,2011,6,18-49 yr,7.2,1.3
Connecticut,EIP,2010-11,2011,7,18-49 yr,8.6,1.5
Connecticut,EIP,2010-11,2011,8,18-49 yr,10.3,1.7
Connecticut,EIP,2010-11,2011,9,18-49 yr,11.2,0.9
Connecticut,EIP,2010-11,2011,10,18-49 yr,12.7,1.5
Connecticut,EIP,2010-11,2011,11,18-49 yr,14.1,1.5
Connecticut,EIP,2010-11,2011,12,18-49 yr,14.2,0.1
Connecticut,EIP,2010-11,2011,13,18-49 yr,14.6,0.4
Connecticut,EIP,2010-11,2011,14,18-49 yr,14.9,0.2
Connecticut,EIP,2010-11,2011,15,18-49 yr,15,0.1
Connecticut,EIP,2010-11,2011,16,18-49 yr,15.1,0.1
Connecticut,EIP,2010-11,2011,17,18-49 yr,15.2,0.1
Connecticut,EIP,2011-12,2011,40,18-49 yr,0.1,0.1
Connecticut,EIP,2011-12,2011,41,18-49 yr,0.1,0
Connecticut,EIP,2011-12,2011,42,18-49 yr,0.1,0
Connecticut,EIP,2011-12,2011,43,18-49 yr,0.1,0
Connecticut,EIP,2011-12,2011,44,18-49 yr,0.1,0
Connecticut,EIP,2011-12,2011,45,18-49 yr,0.1,0
